LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Track_7,7,7,47,0,0,0,0,0,46.0,2.0,48.0,0.6635169176309207,9.098429160282258,117.09016211322091,0.0,0.08908483211123466,0.299303327732897,0.006937876240292837,0.0775047036493565,0.0684869847925281,60.362565994262695,4.097902277116796,0.8250425557384137,0.16191623732368707,0.014424280818063493,0.1619162373236871,1.9400303316307599
Track_8,8,8,58,0,0,0,0,0,57.0,2.0,59.0,1.4471429189713219,72.00347304175995,119.58983516765365,0.0,0.08519358721762656,0.32546092160275636,0.003964261825387157,0.07993342325493759,0.053877711175907325,45.35298538208008,4.856034471404714,1.4471429189713219,0.29800919402302023,0.025388472262654768,0.29800919402302023,1.8237980800423874
Track_9,9,9,50,2,0,0,0,1,51.0,4.0,55.0,1.5056544439133626,98.30152488253646,68.89990245399166,0.0,0.10642673426900236,0.33273556721767944,0.006189191901616613,0.09289522510603998,0.06839738635387224,43.37718448638916,5.3097757623392585,1.554884737317617,0.2835627173924264,0.029522636155163973,0.2773986851888462,1.8761909457809323
Track_10,10,10,18,0,0,0,0,0,17.0,3.0,20.0,0.49487047295322173,27.787465516370933,84.01596168040416,0.0,0.08911367101672701,0.23253908001532234,0.029888988506021317,0.07872036040482933,0.05588697495866858,42.57579697502984,1.514932407284359,0.49487047295322173,0.32666175109443846,0.029110027820777748,0.3266617510944384,1.6479182658527278
Track_11,11,11,48,0,0,0,0,0,47.0,4.0,51.0,0.972260641848814,19.96540280684984,87.219771408153,0.0,0.08641728520977514,0.18539478097467113,0.015481321641442385,0.07781922615583023,0.047948048487399524,50.07892378171285,4.061612404859431,1.0252859049215155,0.23937799694662476,0.02068639663508115,0.2393779969466247,1.9513799557235816
Track_12,12,12,12,0,0,0,0,0,11.0,4.0,15.0,0.23320973298984535,107.54183954631742,94.46059551973191,0.0,0.06536781927050761,0.12056129211065093,0.030323472969461238,0.054457357348026016,0.03243802331977969,50.08982849121094,0.7190460119755837,0.2989164466389511,0.32433214162345475,0.021200884817258667,0.3243321416234547,1.8862692922226718
Track_14,14,14,51,0,0,0,0,0,50.0,3.0,53.0,1.1421477737626413,97.04750658126048,104.14970984236172,0.0,0.09161432268612059,0.21036499857466434,0.016560322118961912,0.08209413690209072,0.053804877231695254,54.95171797509287,4.580716134306028,1.1421477737626413,0.24933825635010126,0.022842955475252825,0.24933825635010118,1.7748721860727503
Track_15,15,15,31,2,0,0,0,1,32.0,5.0,37.0,0.180375422455218,110.55863757677488,115.2468576313107,0.0,0.07905777783602623,0.18377799920261564,0.00411032247708555,0.0759358923675716,0.04113592673170934,41.08262240502142,2.4355153396799145,0.42127805892334874,0.07406047480650386,0.005636731951725563,0.07129889184865164,1.6851795757143047
Track_16,16,16,60,0,0,0,0,0,59.0,6.0,65.0,1.6712444048611244,67.61542218959907,121.64796318996042,0.0,0.07318440424205634,0.4244190510951476,0.007090737860069611,0.06069240688459323,0.06351289257974893,56.68616542816162,4.317879850281323,1.6712444048611244,0.3870520863965767,0.02832617635357838,0.3870520863965766,1.720732339674007
Track_17,17,17,61,2,0,0,0,2,63.0,0.0,63.0,1.035495935294915,166.65940040953294,122.6160195523547,0.0,0.09892281600570402,0.6954451228261798,0.009973617195853081,0.07156408010079947,0.1005235770566216,58.74499192785044,5.989842554246651,1.1269749242500182,0.17287531782630478,0.0164364434173796,0.1661542208466028,1.8036806587332876
Track_18,18,18,56,0,0,0,0,0,55.0,4.0,59.0,1.3320255459716057,76.42137862764095,138.0091801489272,0.0,0.06828767874088203,0.23493365525858717,0.010435789190498505,0.058985279402705544,0.04854690730098941,54.980404308864046,3.755822330748512,1.5343648341460705,0.35465616545981327,0.02421864629039283,0.3546561654598133,1.6213630260686793
Track_19,19,19,57,3,0,0,0,1,59.0,3.0,62.0,1.5600489005727816,89.87767784945902,148.56486339889264,0.0,0.11800233257956111,0.4507172647651508,0.01677841960230167,0.09364398541794106,0.08983096433601225,46.620510469403186,6.97508785964689,1.5600489005727816,0.22366010750891935,0.026441506789369178,0.22407613655892294,1.5698943567201507
Track_20,20,20,42,1,0,0,0,1,42.0,6.0,48.0,0.9384025190017091,168.29328596702476,157.45457060689867,0.0,0.07356140867468358,0.2634091986101881,0.02049377300495981,0.06135631064149862,0.04952796342712621,41.77224458966936,3.0448874376783484,1.2085440689523304,0.30818955978130275,0.022342917119088312,0.3037315016341946,1.659159384281382
Track_22,22,22,44,0,0,0,0,0,43.0,4.0,47.0,1.3236885816207673,21.96909929770494,13.034470592973726,0.0,0.07403976585625156,0.2594750675215563,0.011504698988587744,0.06318435623099353,0.04971737225799046,58.650122382424094,3.183709931818816,1.353712629693776,0.4157692157792025,0.030783455386529473,0.41576921577920234,1.7307856793437406
Track_23,23,23,9,1,0,0,0,1,9.0,0.0,9.0,0.10420086857601983,34.88460702210586,21.55482629026197,0.0,0.08459914324856543,0.20309885803905475,0.022764381369332665,0.06792899550901248,0.0673622151083758,35.081637912326386,0.6998815654192826,0.25641673817909055,0.14888357362805454,0.011577874286224426,0.13685569193303568,1.891527925055778
Track_29,29,29,34,3,0,0,0,3,38.0,7.0,45.0,0.39211723456547787,73.80705411447914,53.94071920930069,0.0,0.08474159340137481,0.21732471433511127,0.013909580755812674,0.0815821684221324,0.051947068049054766,38.33751139921301,2.9526625586330977,0.463932794266797,0.13280123508153407,0.010318874593828365,0.12176871096762923,1.8944055890429774
Track_32,32,32,51,1,0,0,0,3,53.0,9.0,62.0,1.8389843556833743,28.657475617295958,18.05181293613666,0.0,0.07271221106515549,0.3664821037684342,0.007902975717960798,0.057705954651369226,0.0596331689156468,40.89002325020584,3.825914825086573,1.8389843556833743,0.4806652630176527,0.03469781803176178,0.47719382375361935,1.6080555913451227
Track_33,33,33,38,1,0,0,0,1,38.0,9.0,47.0,0.7062772707075398,164.33175672566693,52.10623139623206,0.0,0.07391783689439115,0.1775883123593703,0.011414536136878648,0.06462330689819071,0.044001742868626965,43.532527471843515,2.7841557271316164,0.759184629257293,0.25367735857045026,0.01858624396598789,0.2514446410619763,1.9149501351433937
Track_34,34,34,44,0,0,0,0,0,43.0,10.0,53.0,0.7896801234610241,69.31211030280384,48.72318420788352,0.0,0.09347509735294161,0.4409355582790181,0.010192308638735506,0.06639443585033218,0.08790604209619281,54.963408123363145,4.01942918617649,1.2366773100186415,0.1964657385125406,0.018364654033977305,0.19646573851254062,1.8392057864792
Track_36,36,36,18,3,0,0,0,2,21.0,14.0,35.0,0.40854694963697696,34.759555440824926,21.56963780920867,0.0,0.0726658744054539,0.14843215464699852,0.02128441906114777,0.07065845340746536,0.03728208323951678,33.53454356723361,1.3569598222405512,0.40854694963697696,0.30107519982603653,0.019454616649379856,0.2677270012719987,1.5618473282980476
Track_40,40,40,9,0,0,0,0,0,8.0,14.0,22.0,0.1997891936927549,68.23545599980463,72.152974303696,0.0,0.1177119367230918,0.24871186527334443,0.0639207129960286,0.12114297345077596,0.059848979146229754,36.569129943847656,0.9416954937847344,0.24871186527334443,0.21215902062968292,0.024973649211594364,0.21215902062968292,1.9527657074653972
Track_41,41,41,48,1,0,0,0,1,48.0,14.0,62.0,0.8983558392963552,34.54733317393684,80.41664920512214,0.0,0.117007496437292,0.35725123217031424,0.011894193962790548,0.1043355633297512,0.07510884402865795,48.50271542867025,5.664246444650321,1.0274429810076116,0.1586011216275415,0.0187157466520074,0.15995339804606246,1.9081802229784932
Track_42,42,42,27,1,0,0,0,1,27.0,14.0,41.0,0.30242008606373,63.56812207435683,118.95863098478188,0.0,0.07998432133193344,0.28715400908359534,0.008951690893991655,0.06823738975752121,0.06312174817282444,53.77120830394603,2.105953735051965,0.45128197451808094,0.1436024358133716,0.011200743928286296,0.1400367439739023,1.4386857859190707
Track_44,44,44,14,3,0,0,0,3,19.0,15.0,34.0,0.290105131875359,83.7486300949267,111.0408483638729,0.0,0.06094342062485838,0.12202219325895919,0.011296424207836601,0.055571064242201665,0.032175901972379184,38.43348775591169,1.0804923547033425,0.4865602864437597,0.26849346097873095,0.015268691151334685,0.2505387947506625,1.3720863983505944
Track_45,45,45,38,4,0,0,0,3,45.0,16.0,61.0,0.5856588957000124,92.54766116979697,103.41959047285525,0.0,0.10549486758787212,0.3450612789215525,0.01060255503730433,0.07815945912743016,0.07493172607788219,40.41524119126169,4.440780940657111,0.877574714190928,0.1318819602962337,0.013014642126666942,0.12336753838594447,1.6838134342483326
Track_46,46,46,38,0,0,0,0,0,37.0,18.0,55.0,1.0868475340310408,8.462399999189879,115.958161694066,0.0,0.08179783221867903,0.2495930458400869,0.011152972080544166,0.06582866743314096,0.055910542124934036,56.34127948158666,3.0265197920911233,1.0868475340310408,0.35910802132243835,0.029374257676514616,0.35910802132243824,1.5837996704292996
Track_48,48,48,50,0,0,0,0,0,49.0,18.0,67.0,1.3813571523110704,129.2574071984753,167.4146413469474,0.0,0.08242305521869711,0.3410419902189203,0.011058063599564063,0.07666147159100326,0.05827263461232911,45.015335121154784,4.03872970571616,1.3813571523110704,0.3420276307067506,0.028190962292062662,0.3420276307067508,1.7950832850966423
Track_49,49,49,25,1,0,0,0,2,26.0,19.0,45.0,0.722506729838037,41.49030486336889,12.484865994774678,0.0,0.08579068870726643,0.19695593921686297,0.026890338277287346,0.07490329364827689,0.04957066785190743,37.97146202087402,2.2852067747118827,0.722506729838037,0.31616689475687826,0.027788720378386037,0.32391301197273575,1.6743631689804699
Track_53,53,53,25,5,0,0,0,3,34.0,21.0,55.0,0.31478708371379743,42.46029779720406,62.399938142728885,0.0,0.11461954475233121,0.4116754585757686,0.00933273553100527,0.07223708898385774,0.11568273331842414,37.03512237548828,3.0073916004292145,0.4990427821353428,0.10467113217609275,0.009258443638641102,0.0807754354516645,1.7637665569858774
Track_54,54,54,30,2,0,0,0,1,31.0,21.0,52.0,0.7159929628862949,107.28854917295251,95.07634654097939,0.0,0.08567325913626808,0.19007031255482323,0.026807837944304334,0.06371968888923882,0.04810285480849574,46.07925027211507,2.5956061061946656,0.7159929628862949,0.27584808079219275,0.02309654718988048,0.26958875409588584,1.6781748888369208
Track_57,57,57,48,3,0,0,0,3,52.0,23.0,75.0,1.5826129069979067,98.20498916047772,93.05592682572352,0.0,0.08922333645348778,0.30077288275010144,0.017496578469168703,0.07717331441343907,0.058163399833396086,43.37768085797628,4.5201731717166505,1.5826129069979067,0.35012218489781205,0.03043486359611359,0.34110878169165215,1.8032258764366171
Track_58,58,58,43,0,0,0,0,0,42.0,23.0,65.0,1.8943952127852188,65.35780645227702,129.31914443838315,0.0,0.0873956093708501,0.277659950299717,0.008554083775980076,0.07556886641491732,0.06487448558363708,54.52551331630973,3.6706155935757034,1.8943952127852188,0.5160974132243054,0.04510464792345759,0.5160974132243054,1.4727334378623151
Track_59,59,59,52,0,0,0,0,0,51.0,23.0,74.0,0.6020309564829099,44.275152350961214,138.68283148571285,0.0,0.08728181408008678,0.2483949721319462,0.005093985443667076,0.08265923760128727,0.05451695914000751,48.15933564993051,4.451372518084428,0.6020309564829099,0.1352461412827304,0.01180452855848843,0.13524614128273046,1.9124665583434437
Track_61,61,61,47,1,0,0,0,1,47.0,24.0,71.0,1.6454794219521771,89.19401950106196,119.86161023604544,0.0,0.09136610498427836,0.3552470533760386,0.006896354311025198,0.07581854221546523,0.06925012122705451,47.31854252105064,4.266301324617688,1.6454794219521771,0.3856922652081149,0.0350102004670676,0.3831858704395017,1.583035871933102
Track_62,62,62,28,4,0,0,0,2,33.0,26.0,59.0,0.6857889582646326,105.44728640105356,98.5981868716035,0.0,0.1046002006608898,0.3410085746271473,0.006867019027580958,0.08477983707871735,0.0754320864823474,40.07323408126831,3.131421851688534,0.6857889582646326,0.21900241830874353,0.020781483583776746,0.19867537014722936,1.544661942897839
Track_63,63,63,30,1,0,0,0,3,32.0,26.0,58.0,0.356524455620222,116.33610734470837,102.10643291632658,0.0,0.07787880738201144,0.2300138283778948,0.015814334179456976,0.06409831044570138,0.047994532011905344,43.95112031300862,2.439778069995273,0.356524455620222,0.1461298714029808,0.011141389238131938,0.14306060419596758,1.8785122814224222
Track_66,66,66,22,1,0,0,0,1,22.0,26.0,48.0,0.16919068498127404,116.41619994304433,34.039883794144934,0.0,0.06332388120200846,0.1224281640387454,0.016692786116559402,0.05929294266628134,0.03098788621097107,38.92664276469838,1.346494291358737,0.19661436594825427,0.1256527309971326,0.007690485680967002,0.12144684651330374,1.9600637555704783
Track_69,69,69,36,2,0,0,0,1,37.0,25.0,62.0,1.0142368889835771,115.52550996563633,168.27811288139384,0.0,0.08627050577291089,0.21449693079562812,0.006923319217053485,0.07976806063654207,0.04698488044220539,42.30477264192369,3.1585192093721646,1.0142368889835771,0.3211115151600368,0.02741180781036695,0.3177425188919469,1.556941000002006
Track_70,70,70,7,2,0,0,0,1,8.0,28.0,36.0,0.22515026603281244,167.10967103532127,121.83290555490665,0.0,0.05572696353545452,0.1930625403496878,0.01822008680217163,0.03959584424461987,0.06795439553513155,35.81444985525949,0.39217771225951864,0.24369135067086872,0.5741026554916056,0.028143783254101554,0.5050299077608268,1.9142451130197418
Track_75,75,75,9,2,0,0,0,2,11.0,29.0,40.0,0.3121911480051409,179.6719564566769,33.67741997442296,0.0,0.08113403363510348,0.22274000998135457,0.027900191547965112,0.07920549648208877,0.06781163194413514,34.22664260864258,0.7388738233587085,0.33567742197738104,0.42252295065212825,0.028381013455012812,0.34980404872578,1.9003442881201382
Track_77,77,77,37,6,0,0,0,3,45.0,30.0,75.0,1.557934284843858,62.71529089493247,154.09549678190015,0.0,0.08513080558064937,0.3450606462589384,0.0042012975166310675,0.06819364635893653,0.061144995621127574,41.70164113431363,3.492462899875372,1.557934284843858,0.4460847056956432,0.034620761885419064,0.4066772497838142,1.6007804018576557
Track_78,78,78,13,1,0,0,0,1,13.0,30.0,43.0,0.3641494108685094,183.9992108688052,115.06946407976446,0.0,0.1072935148335286,0.27802427115652506,0.01810432020256598,0.09362019386353809,0.07195258215851877,36.81640977125902,1.3056264982049088,0.3641494108685094,0.2789077974207588,0.02801149314373149,0.2610734971931226,1.533734607575253
Track_79,79,79,7,2,0,0,0,3,10.0,33.0,43.0,0.1950870892820298,42.87352747174416,29.118700215335775,0.0,0.08697359464446433,0.21717785500933262,0.0063978840740334456,0.08534937030605964,0.08206308146765519,37.167076110839844,0.5633606827040346,0.3558094188654588,0.3462916303382147,0.01950870892820298,0.2243061127684995,0.834201219598419
Track_81,81,81,43,1,0,0,0,1,43.0,31.0,74.0,1.0134273708346522,108.26219286676945,127.52254427250699,0.0,0.0767847003890314,0.2331083632904282,0.008541779365842782,0.06839804578579527,0.05220970574407131,50.688003761823786,3.272163885529896,1.0134273708346522,0.30971167896455687,0.02356807839150354,0.3069371668066079,1.9620012658809094
Track_82,82,82,24,1,0,0,0,1,24.0,31.0,55.0,0.36563394774234065,194.64109575527837,150.6880862922741,0.0,0.09283791269370403,0.23801184525456417,0.016234943010754094,0.0725795213344826,0.060261555546464375,36.220569690068565,2.190342489552117,0.485263667913817,0.16693003468014986,0.015234747822597526,0.16410049925250741,1.8790633307706208
Track_84,84,84,38,1,0,0,0,3,40.0,34.0,74.0,0.9655463707532432,56.91234898195134,52.700276857617254,0.0,0.0793963300398292,0.31540498174643283,0.014590278852521007,0.06759099523207117,0.05555548554009211,44.01945676301655,3.0313397643281657,0.9703807021972553,0.3185213291216918,0.024138659268831082,0.3040273934163193,1.840625857139706
Track_86,86,86,8,1,0,0,0,1,8.0,34.0,42.0,0.25477063754007895,156.83468129475153,148.70617797356203,0.0,0.06455461017243512,0.09649135683742373,0.014495014078070152,0.060528752916805026,0.030515396641007792,34.27638244628906,0.5403949722483228,0.25477063754007895,0.4714526422777422,0.03184632969250987,0.493323863430412,1.8556401903749231
Track_88,88,88,18,2,0,0,0,3,21.0,31.0,52.0,0.46559413940683003,83.0852714967778,2.8378020863841895,0.0,0.06502532399424923,0.1758838296200419,0.02044127489874059,0.06158506516850122,0.042495439115636885,39.458710034688316,1.2182673203266197,0.4932701444598434,0.38217731990217335,0.022171149495563335,0.3409617689490348,1.6900522378383829
Track_90,90,90,38,2,0,0,0,3,41.0,35.0,76.0,1.1412995114232196,73.81957229100588,116.51017436394379,0.0,0.0807453137707185,0.3747260515757625,0.002881378030132458,0.06168854708918741,0.06622215147897804,43.666840854444004,3.0650498189073128,1.1412995114232196,0.3723592042070271,0.02783657344934682,0.3447453746776012,1.6897563331370555
Track_91,91,91,27,3,0,0,0,3,31.0,35.0,66.0,0.3232963189117991,67.60980128967758,125.33293436120812,0.0,0.08478199283315531,0.24793532665765247,0.0034415693641562804,0.06293202770043627,0.06438088350463995,40.42348607381185,2.438802861406114,0.3232963189117991,0.13256353107827654,0.010428913513283842,0.12300859138575773,1.8834749264227661
Track_92,92,92,32,1,0,0,0,1,32.0,36.0,68.0,1.1646782251514058,154.8903092285443,133.05163133917628,0.0,0.09287847001271259,0.22681269448595656,0.019217209255569974,0.08223438808129496,0.053875648517585445,43.686317563056946,2.9208779286683204,1.1646782251514058,0.3987425197472744,0.03639619453598143,0.3918690147565928,1.6134183430086382
Track_93,93,93,8,1,0,0,0,1,8.0,32.0,40.0,0.08011864467779076,43.66562952797489,21.807230843468353,0.0,0.1140935352908995,0.15496827936561855,0.051257407876843616,0.1229274637631523,0.03880465689418962,35.065680265426636,0.8499121549131401,0.14861097520684413,0.09426697125655153,0.010014830584723845,0.08777737107706805,1.672372692331692
Track_95,95,95,13,1,0,0,0,1,13.0,38.0,51.0,0.4771906098506189,27.821855468614995,84.72824310539256,0.0,0.09067130088675522,0.21700384227275685,0.02424587401419756,0.08369475349604832,0.048709368621129887,43.70750221839318,1.1649428281491176,0.5548960772214251,0.4096257758921852,0.03670696998850915,0.40483559438895295,1.5579469831645996
Track_97,97,97,39,1,0,0,0,1,39.0,38.0,77.0,0.7628670973314545,28.181163568714055,158.3849499749413,0.0,0.10079516183373148,0.2835398247721844,0.01230054515379572,0.08519398686482237,0.05929540156511631,39.259310942429764,3.9028095242693928,0.8352760419640025,0.19546613602011836,0.01956069480337063,0.19406382655188684,1.64589485377238
Track_98,98,98,14,0,0,0,0,0,13.0,39.0,52.0,0.3018124024673926,34.066171512968324,21.68409777596205,0.0,0.09181956410055611,0.1628113523179698,0.04638446612462002,0.0756029334887107,0.038926191353977575,44.10696056910923,1.1936543333072298,0.3018124024673926,0.2528474065277911,0.023216338651337893,0.2528474065277912,1.4185797284984651
Track_99,99,99,28,0,0,0,0,0,27.0,39.0,66.0,0.7206026295377705,140.1331585208241,66.04035770524632,0.0,0.08058991663399943,0.18123117673975486,0.01666771382353672,0.07335308341717876,0.0457738760548074,41.17500311987741,2.1759277491179847,0.8234961140429985,0.33117029268543857,0.026688986279176687,0.33117029268543857,1.8785733420566986
Track_100,100,100,32,1,0,0,0,1,32.0,41.0,73.0,0.7395137508154135,88.4071218292647,97.83332017634312,0.0,0.10227872701870147,0.24467544034071015,0.007917833211337048,0.09324747921208565,0.06512152618142546,46.34149581193924,3.2319338872881573,0.7408308289516105,0.22881462820884704,0.02310980471298167,0.2259492798415069,2.0799737477062687
Track_101,101,101,36,1,0,0,0,2,37.0,40.0,77.0,1.467665957624897,100.76737474390728,100.770416579745,0.0,0.11860898679133561,0.49651678593454235,0.011681100581869778,0.09890093969159748,0.09910830963555989,52.635091834598114,4.289933693867446,1.467665957624897,0.3421185646116064,0.03966664750337559,0.3344320576075711,1.290510661896489
Track_102,102,102,26,0,0,0,0,0,25.0,40.0,65.0,0.2897938786509363,83.98602620499854,110.81248841992011,0.0,0.09123456407214794,0.19761803118840351,0.002692322422008303,0.07924280318049685,0.05410889862759459,47.70224908682016,2.280864101803698,0.2986244551732447,0.1270544257423178,0.011591755146037452,0.12705442574231773,1.8816685486069302
Track_107,107,107,11,3,0,0,0,3,17.0,40.0,57.0,0.6387924504707343,61.74562949328592,13.990968589947554,0.0,0.08767814735412263,0.19098191598429093,0.032420948414560294,0.07815696148732885,0.05047390638353593,36.5792591788552,1.1694321807581396,0.6387924504707343,0.5462415529360642,0.037576026498278486,0.4285677518539819,1.2198917483805003
Track_108,108,108,24,0,0,0,0,0,23.0,42.0,65.0,0.7306463447334652,67.7005424996017,71.92979906597037,0.0,0.09922759871268781,0.2710810611443191,0.008167326792914048,0.0860235331432154,0.06612771116179772,41.67722272872925,2.28223477039182,0.7306463447334652,0.3201451288940033,0.03176723237971588,0.3201451288940034,1.881517358912371
Track_109,109,109,13,1,0,0,0,1,13.0,42.0,55.0,0.4974305718707772,110.70543795376446,115.12676298737726,0.0,0.09550039042430104,0.4457226514715257,0.015638295460083967,0.05583024185102162,0.11796411203410154,42.665034807645355,1.1940947638610842,0.4974305718707772,0.41657545692801157,0.03826389014390594,0.40066736872909475,1.6123532075789049
Track_110,110,110,25,2,0,0,0,1,26.0,42.0,68.0,0.4773103051098261,166.5743391168198,121.722353538274,0.0,0.07326312816606172,0.32628633865077156,0.014556263510160629,0.054480435560250264,0.06586953335356277,45.49567749023438,1.8321174852728226,0.5087468964193039,0.26052385228928115,0.018358088658070235,0.2505774612361475,1.6905075673741738
Track_112,112,112,59,1,0,0,0,1,59.0,42.0,101.0,0.6439198032145743,76.37059720548034,127.54521648431171,0.0,0.13022540867268675,0.7871644154091026,0.011355136933788671,0.10246244141432265,0.11670952225361086,52.64605227971481,7.618850757984595,0.885128726420339,0.08451665791454742,0.010913894969738549,0.08380772293961408,2.142007651746148
Track_113,113,113,14,2,0,0,0,2,16.0,42.0,58.0,0.8940395388182005,67.43013967546513,159.22789508695115,0.0,0.14717123638135746,0.452075673830071,0.024014353744110775,0.11558394229500044,0.12343942708836199,38.38011005946568,2.237249942127083,0.8940395388182005,0.39961540370772586,0.05587747117613753,0.37967657641568653,1.4970308897157485
Track_114,114,114,25,2,0,0,0,2,27.0,42.0,69.0,0.7930444836168983,11.886390798557231,167.89095273742677,0.0,0.07502103970050425,0.2302583505141124,0.013896884345784287,0.05478120033475632,0.05720874617622418,42.649373855590824,1.9402616961299664,0.7930444836168983,0.4087306806080333,0.029372017911736974,0.39151707346358666,1.7352187041445377
Track_117,117,117,11,1,0,0,0,2,12.0,43.0,55.0,0.3023058789911303,119.17773148369743,36.24411090688703,0.0,0.0703103824996932,0.14295696414844555,0.0024620751043963945,0.0765783459904955,0.047992426987241855,36.018910668113016,0.7296698385776417,0.3023058789911303,0.41430502263930835,0.025192156582594192,0.35829923955689075,1.920012098006777
Track_118,118,118,8,1,0,0,0,2,9.0,43.0,52.0,0.23504028437636776,81.52303805379925,39.16597393318234,0.0,0.0683226741183403,0.187265939274821,0.01170934884972157,0.06004062971346856,0.05643454815314455,33.45968222618103,0.5481094964837965,0.3093264766118123,0.42881994543824903,0.02611558715292975,0.382238949074146,1.4059534398106985
Track_119,119,119,20,4,0,0,0,3,25.0,45.0,70.0,0.3065458489131925,159.35733209946247,54.25708682205679,0.0,0.06291187693595267,0.27160167257389817,0.0095603184855447,0.043428010521447534,0.06323064555417068,38.711664485931394,1.5761867799087264,0.6216752448539173,0.19448573787108142,0.012261833956527699,0.1949049138847159,1.3013773592922766
