LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE,COLONY_LABEL
Track_269,269,269,35,0,0,0,0,0,34.0,61.0,95.0,1.0112911293584068,35.544957467120454,78.28783143736969,0.0,0.07601714639709559,0.1580519741334067,0.01437211831387358,0.06266744790336909,0.043833950165879855,48.80352946690151,2.5845829775012494,1.0112911293584068,0.3912782596502719,0.029743856745835493,0.39127825965027185,2.057425127589646,78
Track_270,270,270,8,1,0,0,0,1,8.0,62.0,70.0,0.07024533484338742,167.51910811655642,21.51566768709778,0.0,0.04706336127911656,0.06873890040407638,0.018518292919803916,0.05791336050946425,0.019586125189943248,34.581786155700684,0.3878439592753825,0.08606753261785414,0.18111751688650338,0.008780666855423428,0.1865711801447483,1.6405958274499002,16
Track_271,271,271,11,3,0,0,0,2,14.0,62.0,76.0,0.37908323054750354,115.49854843585511,27.00413986639478,0.0,0.08721109731445034,0.2690125164753526,0.019794834316943392,0.04927908222863544,0.08587249919151885,34.1374362598766,1.0918879500453305,0.37908323054750354,0.3471814397546613,0.027077373610535967,0.3104808269170742,1.6941054034341974,23
Track_272,272,272,26,1,0,0,0,1,26.0,62.0,88.0,0.9540036506021228,69.65409324817057,68.42233252936799,0.0,0.09217850786819375,0.31787824078800614,0.011668460721425975,0.08678141371641682,0.05817209707337882,44.30200928908128,2.3748346837300685,0.9540036506021228,0.4017137096480767,0.03669244810008165,0.39805860334112003,1.3518966855899885,63
Track_273,273,273,38,0,0,0,0,0,37.0,62.0,99.0,1.265602766007947,79.27105609384652,88.23171628033928,0.0,0.10102810367063447,0.22149404583570928,0.017388996162824993,0.0871565454505532,0.05492474132315518,56.952735097784746,3.7380398358134763,1.265602766007947,0.3385739108188303,0.03420548016237694,0.3385739108188303,1.6473272419068605,87
Track_274,274,274,44,4,0,0,0,2,48.0,62.0,110.0,0.3482468960596975,103.54370511179864,101.14701533636513,0.0,0.08920133189859977,0.3860581530642346,0.005204399624980259,0.0573782906835168,0.08946736274091266,47.224249536340885,4.054112300037669,0.6804186326726123,0.08589966687811329,0.0072551436679103645,0.08133447689052109,1.5443292823220869,105
Track_275,275,275,38,0,0,0,0,0,37.0,62.0,99.0,1.4489234627028125,6.637290826352709,108.43568625365354,0.0,0.08893968379068881,0.398752528691454,0.0010795411168013967,0.0794011404090639,0.06874170705019066,44.715826185126055,3.2907683002554857,1.4489234627028125,0.44029944696815093,0.0391600935865625,0.44029944696815093,1.871847646649095,111
Track_276,276,276,38,1,0,0,0,1,38.0,63.0,101.0,0.9675200782834917,124.08739022561251,87.04675611615075,0.0,0.10300293158571802,0.36205374157926684,0.006176317696568684,0.09864494392519128,0.07669034683427527,49.35817286842748,3.8809002948065805,0.9746996098405397,0.24930299796112432,0.025461054691670836,0.24718767028958197,1.5125194616184965,88
Track_277,277,277,28,3,0,0,0,2,31.0,63.0,94.0,1.132473629675511,42.96941719064188,17.21298210597522,0.0,0.08591150302076014,0.23629704184656702,0.015343853344686928,0.06798604495791648,0.06138348712860128,37.29628195081438,2.554117151828722,1.132473629675511,0.4433914195614212,0.03653140740888745,0.4252213746052119,1.604368001466431,12
Track_278,278,278,24,1,0,0,0,1,24.0,63.0,87.0,0.9114293302681804,175.66874442195999,30.69396111816508,0.0,0.0750245184655612,0.20918438418885357,0.03094313290788469,0.05421932342419103,0.051563208336522,38.81761964162191,1.7614149744473584,0.9114293302681804,0.5174415702660528,0.03797622209450752,0.5061841498115032,1.5021396845921522,30
