 ,Area,X,Y
2346,0.979,27.958,110.849
2347,1.192,13.283,112.282
2348,1.426,49.107,113.184
2349,0.319,141.798,113.562
2350,1.395,68.610,114.643
2351,1.267,174.595,115.170
2352,1.554,38.275,1.681
2353,1.586,129.337,1.959
2354,1.544,143.552,1.951
2355,1.458,138.529,2.104
2356,1.224,106.222,3.386
2357,1.586,97.836,9.339
2358,1.331,56.658,8.990
2359,0.947,54.768,11.294
2360,1.416,18.638,11.832
2361,1.363,132.197,14.345
2362,1.373,43.237,16.382
2363,1.703,108.369,15.873
2364,1.182,143.428,19.031
2365,1.703,159.903,19.251
2366,1.448,95.230,19.558
2367,2.640,166.478,20.860
2368,1.533,81.028,22.216
2369,1.426,161.533,22.241
2370,2.640,114.450,23.405
2371,1.426,16.535,23.789
2372,1.469,115.833,26.146
2373,1.373,65.924,26.466
2374,1.182,129.388,27.195
2375,1.671,87.690,29.484
2376,1.139,35.402,29.327
2377,1.714,136.889,30.335
2378,1.245,175.165,30.913
2379,1.501,45.364,31.948
2380,1.373,52.762,32.622
2381,1.501,32.288,34.692
2382,1.128,28.079,36.577
2383,1.331,17.341,37.069
2384,1.544,131.215,39.279
2385,1.171,124.466,39.231
2386,1.224,67.260,42.102
2387,1.671,177.403,43.163
2388,1.235,12.206,43.940
2389,1.501,57.079,44.233
2390,2.065,85.952,45.021
2391,1.320,150.627,47.230
2392,1.395,83.182,48.627
2393,1.448,76.736,50.308
2394,1.586,139.756,52.870
2395,1.352,113.942,54.726
2396,1.618,56.173,56.384
2397,1.267,158.922,56.425
2398,1.214,129.373,56.545
2399,1.373,60.173,56.884
2400,1.501,53.246,59.042
2401,1.363,130.300,59.481
2402,1.203,160.849,61.489
2403,1.288,45.289,62.759
2404,1.363,174.484,63.035
2405,1.480,118.642,65.378
2406,1.075,36.134,65.304
2407,1.075,166.000,66.322
2408,1.363,110.405,67.475
2409,1.352,69.330,68.733
2410,1.863,31.429,69.468
2411,1.065,58.184,69.562
2412,1.139,66.175,71.136
2413,1.214,157.288,71.523
2414,1.384,28.448,72.564
2415,1.490,148.107,72.872
2416,1.480,64.189,73.822
2417,1.160,131.536,73.848
2418,2.001,9.142,75.199
2419,1.224,118.488,75.236
2420,1.512,49.638,76.511
2421,1.299,79.702,77.690
2422,1.139,113.610,77.334
2423,1.203,24.966,78.122
2424,2.597,34.283,78.553
2425,2.683,19.659,80.157
2426,1.395,53.480,80.555
2427,1.203,179.051,80.192
2428,1.001,144.105,82.389
2429,1.480,63.007,83.604
2430,1.267,92.377,85.741
2431,1.256,79.306,87.362
2432,1.256,85.808,86.608
2433,1.650,122.968,87.189
2434,1.235,63.923,87.777
2435,1.214,90.434,88.406
2436,1.320,161.169,89.999
2437,1.299,25.681,91.127
2438,0.617,43.554,91.512
2439,1.756,44.684,92.540
2440,1.022,69.839,93.182
2441,1.277,136.772,94.729
2442,1.352,98.566,95.930
2443,1.405,162.725,96.308
2444,1.522,32.499,97.058
2445,1.277,87.914,97.897
2446,1.363,72.048,99.939
2447,1.203,105.417,100.689
2448,1.192,141.690,101.109
2449,1.331,104.881,101.454
2450,1.299,126.593,103.096
2451,1.554,2.186,104.580
2452,1.373,76.036,104.681
2453,1.107,136.443,106.621
2454,1.405,7.108,107.686
2455,1.214,83.958,108.316
2456,1.256,50.783,108.591
2457,1.267,132.333,110.415
2458,0.937,27.949,110.855
2459,1.096,13.311,112.292
2460,1.458,49.086,113.194
2461,0.309,141.787,113.559
2462,1.309,68.584,114.633
2463,1.192,174.579,115.186
2464,1.607,38.266,1.681
2465,1.629,129.327,1.986
2466,1.565,143.546,1.955
2467,1.458,138.510,2.112
2468,1.277,106.225,3.407
2469,1.639,97.829,9.328
2470,1.395,56.630,8.985
2471,1.001,54.742,11.335
2472,1.469,18.640,11.842
2473,1.384,132.175,14.326
2474,1.448,43.224,16.401
2475,1.746,108.350,15.871
2476,1.214,143.412,19.010
2477,1.756,159.885,19.262
2478,1.512,95.220,19.554
2479,2.651,166.457,20.869
2480,1.565,81.016,22.200
2481,1.405,161.515,22.234
2482,1.916,114.635,23.035
2483,1.533,16.493,23.778
2484,0.660,113.911,24.484
2485,1.533,115.818,26.142
2486,1.416,65.913,26.461
2487,1.192,129.375,27.195
2488,1.746,87.664,29.469
2489,1.235,35.399,29.369
2490,1.778,136.884,30.322
2491,1.331,175.124,30.937
2492,1.597,45.353,31.948
2493,1.448,52.758,32.618
2494,1.607,32.309,34.650
2495,1.128,28.080,36.598
2496,1.395,17.350,37.070
2497,1.607,131.200,39.288
2498,1.203,124.425,39.238
2499,1.288,67.237,42.112
2500,1.767,177.434,43.164
2501,1.288,12.213,43.955
2502,1.607,57.078,44.205
2503,2.172,85.941,45.027
2504,1.426,150.593,47.216
2505,1.405,83.180,48.623
2506,1.512,76.743,50.336
2507,0.798,139.514,52.161
2508,0.820,139.922,53.513
2509,1.384,113.930,54.719
2510,1.671,56.161,56.372
2511,1.373,158.905,56.397
2512,1.267,129.362,56.573
2513,1.490,60.175,56.898
2514,1.565,53.246,59.078
2515,1.363,130.300,59.481
2516,1.256,160.834,61.491
2517,1.373,45.282,62.764
2518,1.458,174.471,63.041
2519,1.544,118.635,65.385
2520,1.128,36.133,65.332
2521,1.203,165.996,66.324
2522,1.448,110.406,67.464
2523,1.448,69.316,68.737
2524,2.001,31.435,69.473
2525,1.160,58.181,69.568
2526,1.139,66.175,71.136
2527,1.288,157.278,71.521
2528,1.458,28.414,72.554
2529,1.618,148.076,72.883
2530,1.512,64.185,73.822
2531,1.277,131.540,73.839
2532,2.076,9.149,75.220
2533,1.267,118.483,75.227
2534,1.544,49.625,76.524
2535,1.416,79.662,77.707
2536,1.256,24.967,78.119
2537,1.192,113.571,77.342
2538,1.948,34.657,78.217
2539,2.725,19.660,80.152
2540,0.703,33.248,79.439
2541,1.490,53.477,80.545
2542,1.299,179.064,80.183
2543,1.107,144.053,82.393
2544,1.501,63.008,83.609
2545,1.309,92.370,85.741
2546,1.309,85.771,86.581
2547,1.299,79.308,87.374
2548,0.745,123.725,87.071
2549,0.915,122.375,87.251
2550,1.267,63.917,87.783
2551,1.277,90.465,88.409
2552,1.384,161.184,89.985
2553,1.395,25.694,91.130
2554,2.566,44.373,92.241
2555,1.065,69.846,93.211
2556,1.320,136.747,94.717
2557,1.437,98.580,95.934
2558,1.533,162.714,96.310
2559,1.586,32.495,97.082
2560,1.373,87.896,97.903
2561,1.426,72.056,99.943
2562,1.277,105.395,100.681
2563,1.214,141.688,101.111
2564,1.395,104.914,101.465
2565,1.448,126.579,103.107
2566,1.650,2.186,104.571
2567,1.426,76.046,104.675
2568,1.235,136.474,106.632
2569,1.437,7.103,107.712
2570,1.277,83.963,108.316
2571,1.288,50.787,108.585
2572,1.395,132.309,110.432
2573,0.990,27.951,110.841
2574,1.203,13.301,112.289
2575,1.501,49.075,113.225
2576,0.309,141.787,113.559
2577,1.458,68.619,114.654
2578,1.373,174.553,115.169
2579,1.618,38.263,1.661
2580,1.639,129.336,1.976
2581,1.544,143.541,1.946
2582,1.469,138.523,2.113
2583,1.245,106.201,3.373
2584,1.650,97.830,9.329
2585,1.373,56.631,8.977
2586,0.979,54.749,11.312
2587,1.448,18.640,11.853
2588,1.363,132.194,14.334
2589,1.384,43.225,16.410
2590,1.735,108.346,15.869
2591,1.224,143.419,19.020
2592,1.788,159.867,19.264
2593,1.458,95.214,19.541
2594,1.597,165.828,20.555
2595,0.969,167.460,21.382
2596,1.544,81.020,22.204
2597,1.458,161.530,22.229
2598,1.937,114.647,23.030
2599,1.480,16.500,23.795
2600,0.660,113.911,24.484
2601,1.512,115.821,26.135
2602,1.405,65.914,26.453
2603,1.203,129.378,27.196
2604,1.725,87.668,29.473
2605,1.224,35.398,29.348
2606,1.778,136.883,30.344
2607,1.288,175.127,30.941
2608,1.586,45.353,31.960
2609,1.405,52.751,32.631
2610,1.586,32.303,34.645
2611,1.128,28.079,36.577
2612,1.331,17.338,37.066
2613,1.565,131.209,39.286
2614,1.203,124.443,39.235
2615,1.203,67.256,42.102
2616,1.746,177.445,43.163
2617,1.214,12.201,43.953
2618,1.533,57.063,44.197
2619,2.097,85.941,45.026
2620,1.405,150.594,47.215
2621,1.426,83.175,48.640
2622,1.512,76.744,50.345
2623,0.809,139.506,52.158
2624,0.830,139.926,53.515
2625,1.352,113.942,54.726
2626,1.693,56.156,56.382
2627,1.384,158.913,56.390
2628,1.256,129.360,56.576
2629,1.416,60.168,56.904
2630,1.544,53.248,59.075
2631,1.373,130.299,59.490
2632,1.235,160.840,61.480
2633,1.309,45.273,62.769
2634,1.437,174.473,63.045
2635,1.512,118.636,65.377
2636,1.086,36.126,65.316
2637,1.150,166.021,66.338
2638,1.395,110.402,67.477
2639,1.437,69.299,68.748
2640,2.012,31.435,69.468
2641,1.128,58.181,69.562
2642,1.150,66.167,71.137
2643,1.245,157.262,71.507
2644,1.426,28.426,72.563
2645,1.544,148.100,72.889
2646,1.490,64.181,73.823
2647,1.235,131.521,73.847
2648,2.055,9.147,75.212
2649,1.245,118.485,75.234
2650,1.533,49.603,76.536
2651,1.352,79.673,77.717
2652,1.171,113.554,77.336
2653,1.214,24.961,78.136
2654,2.693,34.276,78.548
2655,2.661,19.653,80.171
2656,1.405,53.479,80.555
2657,1.245,179.042,80.202
2658,1.054,144.068,82.404
2659,1.490,63.013,83.604
2660,1.277,92.374,85.732
2661,1.277,79.309,87.368
2662,1.309,85.789,86.608
2663,1.703,122.973,87.178
2664,1.256,63.919,87.787
2665,1.203,90.432,88.411
2666,1.331,161.160,89.997
2667,1.309,25.655,91.142
2668,0.617,43.535,91.519
2669,1.874,44.683,92.539
2670,1.043,69.846,93.219
2671,1.352,136.753,94.728
2672,1.405,98.548,95.960
2673,1.501,162.726,96.296
2674,1.575,32.496,97.059
2675,1.320,87.910,97.906
2676,1.384,72.044,99.928
2677,1.256,105.379,100.685
2678,1.203,141.696,101.117
2679,1.373,104.913,101.463
2680,1.373,126.575,103.095
2681,1.586,2.166,104.594
2682,1.437,76.036,104.676
2683,1.182,136.488,106.644
2684,1.405,7.107,107.688
2685,1.256,83.944,108.322
2686,1.245,50.781,108.614
2687,1.352,132.298,110.434
2688,0.947,27.958,110.835
2689,1.192,13.303,112.290
2690,1.490,49.091,113.194
2691,0.309,141.787,113.559
2692,1.384,68.588,114.649
2693,1.267,174.521,115.181
2694,0.820,67.165,116.114
2695,1.629,38.260,1.663
2696,1.639,129.321,1.976
2697,1.565,143.523,1.980
2698,1.448,138.501,2.114
2699,1.267,106.217,3.421
2700,1.661,97.825,9.327
2701,1.363,56.604,8.993
2702,1.001,54.742,11.335
2703,1.512,18.642,11.870
2704,1.437,132.166,14.356
2705,1.469,43.213,16.406
2706,1.756,108.342,15.869
2707,1.245,143.413,19.012
2708,1.799,159.868,19.267
2709,1.490,95.205,19.550
2710,1.618,165.828,20.547
2711,0.979,167.455,21.385
2712,1.597,81.009,22.203
2713,1.458,161.513,22.257
2714,1.916,114.632,23.041
2715,1.490,16.501,23.799
2716,0.671,113.897,24.526
2717,1.533,115.815,26.134
2718,1.437,65.898,26.446
2719,1.224,129.363,27.195
2720,1.788,87.657,29.461
2721,1.214,35.385,29.365
2722,1.820,136.867,30.338
2723,1.320,175.128,30.944
2724,1.597,45.352,31.956
2725,1.458,52.758,32.614
2726,1.650,32.320,34.638
2727,1.150,28.078,36.578
2728,1.405,17.344,37.062
2729,1.607,131.186,39.304
2730,1.214,124.445,39.238
2731,1.320,67.236,42.101
2732,1.831,177.466,43.177
2733,1.320,12.206,43.963
2734,1.618,57.068,44.226
2735,2.225,85.921,45.048
2736,1.448,150.580,47.213
2737,1.448,83.167,48.633
2738,1.586,76.732,50.357
2739,0.724,139.483,52.107
2740,0.873,139.924,53.476
2741,1.373,113.916,54.725
2742,1.714,56.157,56.381
2743,1.395,158.901,56.392
2744,1.245,129.346,56.598
2745,1.501,60.151,56.879
2746,1.618,53.229,59.071
2747,1.373,130.299,59.490
2748,1.277,160.848,61.509
2749,1.341,45.266,62.769
2750,1.480,174.486,63.044
2751,1.575,118.628,65.413
2752,1.139,36.127,65.347
2753,1.224,166.028,66.343
2754,1.416,110.407,67.463
2755,1.480,69.309,68.735
2756,2.023,31.432,69.495
2757,1.171,58.166,69.584
2758,1.182,66.157,71.150
2759,1.288,157.242,71.495
2760,1.437,28.403,72.563
2761,1.629,148.094,72.892
2762,1.554,64.207,73.812
2763,1.245,131.520,73.850
2764,2.129,9.149,75.170
2765,1.277,118.463,75.225
2766,1.586,49.577,76.555
2767,1.405,79.677,77.697
2768,1.277,24.956,78.094
2769,1.224,113.575,77.346
2770,2.001,34.646,78.226
2771,2.725,19.657,80.153
2772,0.724,33.242,79.454
2773,1.501,53.481,80.545
2774,1.299,179.042,80.190
2775,1.086,144.050,82.400
2776,1.522,62.993,83.620
2777,1.352,92.365,85.748
2778,1.299,79.307,87.381
2779,1.320,85.780,86.609
2780,1.746,122.991,87.170
2781,1.288,63.899,87.782
2782,1.235,90.458,88.415
2783,1.373,161.192,89.995
2784,1.352,25.655,91.145
2785,0.671,43.520,91.487
2786,1.937,44.697,92.537
2787,1.118,69.829,93.207
2788,1.373,136.752,94.737
2789,1.426,98.547,95.963
2790,1.565,162.716,96.292
2791,1.650,32.511,97.033
2792,1.405,87.918,97.897
2793,1.373,72.040,99.959
2794,0.639,104.778,100.562
2795,1.256,141.709,101.138
2796,1.128,105.954,101.148
2797,0.915,104.465,101.403
2798,1.416,126.571,103.113
2799,1.671,2.193,104.580
2800,1.448,76.030,104.682
2801,1.182,136.453,106.627
2802,1.469,7.100,107.709
2803,1.299,83.925,108.313
2804,1.256,50.785,108.619
2805,1.405,132.303,110.432
2806,0.969,27.962,110.836
2807,1.192,13.303,112.290
2808,1.522,49.087,113.221
2809,0.309,141.787,113.559
2810,1.426,68.609,114.668
2811,1.320,174.551,115.178
2812,1.661,38.268,1.655
2813,1.682,129.328,1.973
2814,1.607,143.550,1.964
2815,1.533,138.536,2.111
2816,1.320,106.210,3.406
2817,1.650,97.823,9.332
2818,1.395,56.612,8.988
2819,0.979,54.749,11.312
2820,1.490,18.648,11.872
2821,1.512,132.183,14.363
2822,1.480,43.210,16.396
2823,1.799,108.335,15.863
2824,1.256,143.412,19.000
2825,1.788,159.872,19.272
2826,1.480,95.212,19.560
2827,1.639,165.824,20.548
2828,0.990,167.458,21.395
2829,1.597,81.003,22.191
2830,1.501,161.517,22.229
2831,1.916,114.664,23.002
2832,1.480,16.509,23.807
2833,0.735,113.914,24.471
2834,1.522,115.823,26.127
2835,1.458,65.909,26.454
2836,1.267,129.371,27.219
2837,1.767,87.653,29.454
2838,1.214,35.396,29.347
2839,1.820,136.881,30.330
2840,1.341,175.124,30.954
2841,1.597,45.354,31.951
2842,1.426,52.747,32.622
2843,1.618,32.314,34.639
2844,1.139,28.073,36.581
2845,1.416,17.345,37.053
2846,1.607,131.204,39.299
2847,1.203,124.443,39.235
2848,1.331,67.227,42.087
2849,1.820,177.457,43.183
2850,1.277,12.192,43.938
2851,1.629,57.059,44.226
2852,2.267,85.927,45.053
2853,1.426,150.570,47.201
2854,1.448,83.167,48.625
2855,1.565,76.722,50.338
2856,1.714,139.742,52.855
2857,1.405,113.941,54.731
2858,1.725,56.161,56.406
2859,1.405,158.910,56.377
2860,1.256,129.348,56.607
2861,1.437,60.161,56.911
2862,1.618,53.226,59.082
2863,1.373,130.299,59.490
2864,1.299,160.838,61.496
2865,1.352,45.260,62.777
2866,1.490,174.467,63.040
2867,1.544,118.610,65.392
2868,1.118,36.123,65.343
2869,1.182,166.029,66.353
2870,1.416,110.407,67.463
2871,1.469,69.311,68.732
2872,2.033,31.421,69.486
2873,1.171,58.167,69.592
2874,1.182,66.180,71.136
2875,1.320,157.261,71.512
2876,1.458,28.377,72.560
2877,1.650,148.097,72.896
2878,1.575,64.204,73.810
2879,1.245,131.520,73.850
2880,2.140,9.143,75.183
2881,1.288,118.459,75.219
2882,1.597,49.585,76.554
2883,1.405,79.677,77.697
2884,1.267,24.953,78.109
2885,1.235,113.566,77.351
2886,1.991,34.649,78.227
2887,2.757,19.657,80.150
2888,0.724,33.242,79.454
2889,0.703,53.601,79.921
2890,1.309,179.017,80.206
2891,0.735,53.323,81.140
2892,1.096,144.070,82.408
2893,1.565,62.965,83.631
2894,1.341,92.363,85.753
2895,1.299,79.307,87.381
2896,1.331,85.787,86.613
2897,1.778,122.968,87.170
2898,1.288,63.886,87.780
2899,1.277,90.401,88.397
2900,1.458,161.194,90.004
2901,1.384,25.635,91.146
2902,0.671,43.518,91.495
2903,1.948,44.690,92.545
2904,1.086,69.842,93.225
2905,1.341,136.741,94.724
2906,1.437,98.535,95.991
2907,1.575,162.715,96.287
2908,1.618,32.519,97.021
2909,1.384,87.922,97.900
2910,1.395,72.034,99.954
2911,0.735,104.872,100.593
2912,1.277,141.712,101.147
2913,2.023,105.247,101.300
2914,1.448,126.566,103.132
2915,1.661,2.186,104.589
2916,1.426,75.998,104.698
2917,1.139,136.446,106.623
2918,1.469,7.094,107.710
2919,1.299,83.918,108.303
2920,1.256,50.781,108.626
2921,1.395,132.301,110.437
2922,0.990,27.951,110.841
2923,1.192,13.303,112.290
2924,1.522,49.077,113.229
2925,0.309,141.787,113.559
2926,1.405,68.592,114.656
2927,1.277,174.521,115.185
2928,0.820,67.198,116.091
2929,1.693,38.260,1.678
2930,1.671,129.312,1.971
2931,1.618,143.537,1.988
2932,1.490,138.531,2.117
2933,1.331,106.195,3.403
2934,1.714,97.806,9.305
2935,1.395,56.614,8.995
2936,1.001,54.742,11.335
2937,1.512,18.638,11.876
2938,1.405,132.158,14.351
2939,1.458,43.205,16.417
2940,1.810,108.328,15.862
2941,1.245,143.409,19.002
2942,1.788,159.872,19.272
2943,1.522,95.214,19.579
2944,2.757,166.463,20.858
2945,1.661,81.002,22.215
2946,1.480,161.499,22.246
2947,1.991,114.630,23.039
2948,1.512,16.488,23.809
2949,0.671,113.897,24.526
2950,1.565,115.829,26.134
2951,1.480,65.907,26.441
2952,1.256,129.368,27.219
2953,1.820,87.639,29.452
2954,1.224,35.383,29.374
2955,1.842,136.861,30.360
2956,1.341,175.128,30.947
2957,1.618,45.348,31.943
2958,1.501,52.753,32.644
2959,1.671,32.317,34.623
2960,1.182,28.079,36.586
2961,1.469,17.332,37.088
2962,1.639,131.193,39.305
2963,1.214,124.434,39.244
2964,1.331,67.227,42.087
2965,1.373,12.197,43.941
2966,1.831,177.457,43.188
2967,1.682,57.050,44.211
2968,2.278,85.913,45.068
2969,1.426,150.570,47.215
2970,1.533,83.152,48.627
2971,1.661,76.714,50.350
2972,0.766,139.488,52.108
2973,0.905,139.931,53.481
2974,1.437,113.945,54.735
2975,1.735,56.165,56.413
2976,1.437,158.893,56.394
2977,1.341,129.351,56.594
2978,1.522,60.154,56.940
2979,1.693,53.218,59.109
2980,1.363,130.293,59.495
2981,1.288,160.805,61.495
2982,1.331,45.271,62.776
2983,1.512,174.483,63.052
2984,1.565,118.605,65.388
2985,1.128,36.126,65.341
2986,1.203,166.012,66.349
2987,1.426,110.410,67.464
2988,1.512,69.352,68.701
2989,2.055,31.428,69.495
2990,1.214,58.195,69.572
2991,1.224,66.154,71.144
2992,1.331,157.253,71.493
2993,1.490,28.384,72.567
2994,1.639,148.107,72.888
2995,1.575,64.200,73.812
2996,1.299,131.526,73.861
2997,2.129,9.141,75.197
2998,1.277,118.453,75.219
2999,1.607,49.590,76.553
3000,1.405,79.677,77.697
3001,1.267,24.952,78.095
3002,1.267,113.557,77.358
3003,2.023,34.651,78.229
3004,2.810,19.646,80.173
3005,0.735,33.243,79.448
3006,1.533,53.475,80.532
3007,1.309,179.017,80.206
3008,1.107,144.072,82.411
3009,1.575,62.960,83.631
3010,1.426,92.348,85.777
3011,1.331,79.286,87.396
3012,1.341,85.778,86.610
3013,0.777,123.759,87.053
3014,0.937,122.310,87.252
3015,1.320,63.890,87.782
3016,1.309,90.426,88.402
3017,1.480,161.192,90.015
3018,1.395,25.659,91.138
3019,0.724,43.578,91.558
3020,1.852,44.716,92.584
3021,1.160,69.822,93.231
3022,1.373,136.746,94.739
3023,1.448,98.531,95.994
3024,1.565,162.718,96.277
3025,1.607,32.521,97.027
3026,1.416,87.915,97.898
3027,1.416,72.038,99.971
3028,1.959,105.523,100.982
3029,1.320,141.699,101.140
3030,0.884,104.337,101.359
3031,1.448,126.566,103.139
3032,1.725,2.185,104.594
3033,1.469,76.014,104.691
3034,1.150,136.437,106.621
3035,1.490,7.101,107.704
3036,1.288,83.916,108.303
3037,1.277,50.791,108.641
3038,1.405,132.305,110.433
3039,1.001,27.945,110.849
3040,1.245,13.292,112.307
3041,1.565,49.065,113.235
3042,0.298,141.789,113.571
3043,1.469,68.589,114.653
3044,1.331,174.549,115.187
3045,1.735,38.260,1.683
3046,1.725,129.318,1.970
3047,1.650,143.541,1.969
3048,0.798,137.974,2.137
3049,0.671,139.205,2.115
3050,1.331,106.211,3.403
3051,1.756,97.793,9.316
3052,1.416,56.613,8.989
3053,1.001,54.742,11.335
3054,1.522,18.641,11.863
3055,1.416,132.158,14.343
3056,0.596,107.441,15.563
3057,1.512,43.211,16.456
3058,1.160,108.784,16.001
3059,1.256,143.406,19.011
3060,1.054,160.369,19.055
3061,1.565,95.201,19.553
3062,0.649,159.040,19.618
3063,2.800,166.457,20.858
3064,1.671,80.997,22.225
3065,1.512,161.493,22.242
3066,2.001,114.623,23.039
3067,1.544,16.469,23.810
3068,0.692,113.897,24.547
3069,1.565,115.830,26.124
3070,1.501,65.910,26.425
3071,1.299,129.366,27.217
3072,0.703,87.179,28.695
3073,1.288,35.385,29.351
3074,1.852,136.851,30.369
3075,1.022,87.941,29.976
3076,1.341,175.111,30.963
3077,1.661,45.340,31.941
3078,1.480,52.739,32.654
3079,1.682,32.315,34.642
3080,1.182,28.079,36.586
3081,1.458,17.329,37.094
3082,1.671,131.180,39.323
3083,1.224,124.425,39.246
3084,1.331,67.227,42.087
3085,1.842,177.492,43.192
3086,1.331,12.196,43.962
3087,0.671,56.906,43.459
3088,2.299,85.912,45.057
3089,0.937,57.151,44.771
3090,1.416,150.563,47.215
3091,1.544,83.155,48.649
3092,1.650,76.714,50.349
3093,0.692,139.471,52.076
3094,0.958,139.933,53.436
3095,1.405,113.926,54.738
3096,1.799,56.163,56.439
3097,1.426,158.905,56.392
3098,1.309,129.354,56.615
3099,1.490,60.151,56.958
3100,1.682,53.205,59.102
3101,1.395,130.290,59.523
3102,1.299,160.817,61.501
3103,1.352,45.260,62.784
3104,1.512,174.493,63.050
3105,1.565,118.602,65.378
3106,1.128,36.113,65.350
3107,1.182,166.026,66.361
3108,1.501,110.392,67.474
3109,1.480,69.332,68.718
3110,2.065,31.423,69.510
3111,1.203,58.198,69.569
3112,1.267,66.120,71.168
3113,1.320,157.255,71.503
3114,1.458,28.373,72.570
3115,1.682,148.123,72.901
3116,1.565,64.197,73.817
3117,0.660,9.273,73.922
3118,1.320,131.531,73.861
3119,1.331,118.449,75.229
3120,1.490,9.036,75.805
3121,1.639,49.561,76.589
3122,1.448,79.686,77.703
3123,1.256,24.955,78.122
3124,1.235,113.543,77.360
3125,2.065,34.643,78.242
3126,2.832,19.648,80.171
3127,0.745,33.230,79.464
3128,1.565,53.463,80.549
3129,1.352,179.019,80.210
3130,1.107,144.072,82.411
3131,1.607,62.936,83.645
3132,1.405,92.348,85.783
3133,1.352,79.279,87.377
3134,1.341,85.778,86.610
3135,0.862,123.716,87.108
3136,0.915,122.246,87.246
3137,1.331,63.881,87.782
3138,1.384,90.403,88.403
3139,1.490,161.206,90.010
3140,1.416,25.655,91.145
3141,0.724,43.564,91.553
3142,1.937,44.699,92.605
3143,1.160,69.817,93.245
3144,1.384,136.751,94.745
3145,1.426,98.538,95.990
3146,1.575,162.718,96.259
3147,1.639,32.522,97.013
3148,1.416,87.936,97.897
3149,1.469,72.024,99.974
3150,0.841,104.887,100.609
3151,1.341,141.694,101.148
3152,1.075,105.965,101.276
3153,0.905,104.297,101.340
3154,1.437,126.570,103.134
3155,1.714,2.187,104.590
3156,1.480,75.992,104.705
3157,1.160,136.401,106.617
3158,1.469,7.086,107.705
3159,1.288,83.910,108.309
3160,1.256,50.782,108.639
3161,1.416,132.304,110.440
3162,1.033,27.939,110.849
3163,1.288,13.262,112.314
3164,1.597,49.071,113.220
3165,0.298,141.789,113.571
3166,1.469,68.569,114.636
3167,1.320,174.547,115.206
3168,0.884,38.122,1.104
3169,1.778,129.320,1.977
3170,1.693,143.529,1.959
3171,0.692,139.213,2.102
3172,0.798,137.959,2.129
3173,0.788,38.427,2.376
3174,1.341,106.196,3.383
3175,1.735,97.797,9.319
3176,1.437,56.602,9.000
3177,0.990,54.746,11.337
3178,1.490,18.622,11.845
3179,1.469,132.166,14.349
3180,0.649,107.420,15.560
3181,1.522,43.202,16.463
3182,1.160,108.816,16.012
3183,1.256,143.406,19.011
3184,1.096,160.375,19.067
3185,1.575,95.186,19.552
3186,0.724,159.024,19.632
3187,1.778,165.877,20.545
3188,0.969,167.484,21.459
3189,1.703,80.997,22.254
3190,1.533,161.504,22.244
3191,2.044,114.639,23.023
3192,1.575,16.450,23.813
3193,0.681,113.892,24.557
3194,1.607,115.831,26.125
3195,1.480,65.907,26.417
3196,1.288,129.368,27.218
3197,1.799,87.635,29.448
3198,1.277,35.384,29.347
3199,0.937,137.224,29.697
3200,1.373,175.125,30.956
3201,0.905,136.415,31.122
3202,1.682,45.337,31.942
3203,1.490,52.747,32.640
3204,1.671,32.313,34.631
3205,1.192,28.053,36.615
3206,1.448,17.324,37.099
3207,1.671,131.180,39.323
3208,1.235,124.419,39.245
3209,1.352,67.225,42.099
3210,1.363,12.188,43.943
3211,0.649,176.421,43.125
3212,1.171,178.050,43.219
3213,1.682,57.053,44.226
3214,2.342,85.909,45.060
3215,1.437,150.570,47.217
3216,1.597,83.149,48.631
3217,1.682,76.705,50.350
3218,0.820,139.465,52.108
3219,0.862,139.939,53.541
3220,1.426,113.939,54.737
3221,1.416,158.908,56.391
3222,1.788,56.163,56.452
3223,1.288,129.348,56.596
3224,1.490,60.153,56.963
3225,1.693,53.203,59.115
3226,1.426,130.294,59.547
3227,1.341,160.839,61.521
3228,1.384,45.242,62.795
3229,1.565,174.491,63.051
3230,1.565,118.605,65.393
3231,1.139,36.113,65.347
3232,1.203,166.018,66.354
3233,1.512,110.384,67.477
3234,1.554,69.329,68.714
3235,1.277,31.583,68.885
3236,1.214,58.192,69.577
3237,0.681,31.135,70.616
3238,1.267,66.124,71.177
3239,1.341,157.269,71.527
3240,1.512,28.410,72.588
3241,1.703,148.105,72.905
3242,1.565,64.209,73.810
3243,0.607,9.258,73.829
3244,1.384,131.534,73.875
3245,1.309,118.445,75.237
3246,1.533,9.046,75.770
3247,1.650,49.553,76.595
3248,1.426,79.694,77.677
3249,1.256,24.935,78.090
3250,1.214,113.534,77.355
3251,2.842,34.267,78.563
3252,2.874,19.637,80.175
3253,1.544,53.468,80.538
3254,1.405,179.052,80.204
3255,1.118,144.071,82.414
3256,0.798,63.622,83.360
3257,0.766,62.291,83.946
3258,1.405,92.348,85.783
3259,1.352,79.264,87.376
3260,1.352,85.792,86.618
3261,1.842,122.986,87.190
3262,1.331,63.881,87.782
3263,1.384,90.403,88.403
3264,1.490,161.208,90.014
3265,1.458,25.625,91.168
3266,0.713,43.558,91.553
3267,1.948,44.692,92.618
3268,1.150,69.814,93.242
3269,1.384,136.745,94.742
3270,1.469,98.540,95.997
3271,1.607,162.708,96.265
3272,1.671,32.516,97.009
3273,1.426,87.950,97.901
3274,1.469,72.012,99.970
3275,0.820,104.827,100.609
3276,1.352,141.683,101.142
3277,1.139,105.948,101.271
