 ,Area,X,Y
12764,2.033,97.562,8.575
12765,1.096,57.278,8.822
12766,1.299,55.950,9.187
12767,0.926,97.817,10.423
12768,1.160,54.687,11.347
12769,2.704,18.626,11.982
12770,1.011,132.414,13.331
12771,1.416,131.892,14.946
12772,0.713,107.806,14.795
12773,1.384,107.290,15.803
12774,2.480,43.087,16.263
12775,1.150,109.071,16.050
12776,1.224,143.402,18.016
12777,1.661,94.781,18.701
12778,1.118,160.637,18.936
12779,1.096,143.177,19.624
12780,1.937,158.816,19.914
12781,1.852,166.232,20.291
12782,1.033,95.308,20.473
12783,1.267,164.962,20.585
12784,1.842,80.678,21.329
12785,0.777,161.495,21.450
12786,1.448,167.510,21.689
12787,2.076,115.069,22.705
12788,1.959,161.252,23.134
12789,1.043,81.041,23.138
12790,1.639,15.821,23.776
12791,2.278,113.868,24.407
12792,1.086,17.459,23.778
12793,1.395,115.893,25.301
12794,2.534,65.922,26.126
12795,1.341,129.427,26.323
12796,1.096,115.546,27.047
12797,0.862,129.057,27.946
12798,2.214,35.251,29.578
12799,3.247,87.445,29.501
12800,3.321,136.496,30.704
12801,0.692,175.746,30.709
12802,2.832,45.315,32.102
12803,1.714,174.419,31.571
12804,1.639,53.065,31.912
12805,2.055,32.562,33.782
12806,0.979,52.432,33.639
12807,0.990,31.766,35.573
12808,1.075,28.439,35.905
12809,1.501,17.333,36.184
12810,0.820,27.595,37.256
12811,0.979,17.277,37.942
12812,2.715,131.023,39.542
12813,2.267,124.365,39.329
12814,2.576,67.193,42.070
12815,1.171,178.755,42.977
12816,2.353,11.960,44.270
12817,3.055,56.980,44.181
12818,2.023,176.542,43.656
12819,2.502,86.105,44.467
12820,1.171,85.513,46.298
12821,1.011,150.193,46.498
12822,2.683,83.020,48.299
12823,1.416,150.860,47.972
12824,0.979,76.383,49.583
12825,1.980,76.846,51.336
12826,1.969,139.295,52.177
12827,0.915,139.740,53.989
12828,1.480,113.283,54.613
12829,0.969,114.538,54.841
12830,1.735,158.977,55.608
12831,1.139,55.618,55.525
12832,1.075,129.381,55.950
12833,0.756,59.754,56.095
12834,2.108,56.400,57.537
12835,1.682,60.183,57.624
12836,0.809,158.390,57.375
12837,1.799,129.476,57.979
12838,0.969,53.103,58.176
12839,1.852,130.268,59.919
12840,1.767,53.031,59.839
12841,2.534,160.533,61.356
12842,1.437,45.424,62.406
12843,1.480,173.587,62.938
12844,1.043,175.475,63.078
12845,0.884,44.597,63.664
12846,0.756,36.487,64.202
12847,2.725,118.439,65.273
12848,1.363,35.783,65.962
12849,1.086,165.139,66.312
12850,1.224,166.659,66.543
12851,1.373,110.834,66.709
12852,0.915,69.980,68.114
12853,1.426,31.592,68.428
12854,1.128,109.653,68.270
12855,1.820,68.619,69.287
12856,2.129,58.025,69.972
12857,2.129,31.061,70.617
12858,2.321,65.873,71.335
12859,2.342,157.162,71.298
12860,1.320,27.710,72.581
12861,1.395,29.027,73.165
12862,1.639,147.059,72.963
12863,1.320,149.136,73.148
12864,0.915,65.018,73.329
12865,2.012,9.134,74.052
12866,2.448,131.463,73.993
12867,1.767,63.613,74.450
12868,1.096,117.484,74.346
12869,1.224,118.443,75.609
12870,1.629,8.923,76.127
12871,2.704,79.707,77.349
12872,1.469,49.936,76.292
12873,2.470,24.819,77.795
12874,1.490,48.335,77.604
12875,0.990,112.372,77.301
12876,0.979,113.968,77.335
12877,1.501,35.671,77.753
12878,1.277,34.543,78.329
12879,1.533,33.047,79.424
12880,0.798,20.103,78.947
12881,0.522,34.312,79.261
12882,2.725,53.345,80.723
12883,2.044,19.875,80.137
12884,1.575,18.913,81.285
12885,1.959,144.269,82.468
12886,1.469,63.309,83.439
12887,1.384,62.009,83.995
12888,2.448,92.290,85.863
12889,2.555,85.685,86.571
12890,1.512,79.173,86.670
12891,2.385,123.770,87.050
12892,0.809,121.946,87.234
12893,1.022,62.748,87.482
12894,1.363,64.429,87.898
12895,2.480,90.022,88.340
12896,0.958,79.348,88.330
12897,1.033,160.260,89.869
12898,1.767,162.160,90.076
12899,2.406,25.586,91.208
12900,3.502,44.644,92.776
12901,0.809,43.440,91.416
12902,1.054,69.744,92.539
12903,1.054,69.865,94.209
12904,1.363,136.282,94.352
12905,1.043,162.789,95.390
12906,0.894,98.774,95.423
12907,0.990,137.564,95.767
12908,1.959,32.961,96.198
12909,1.746,97.923,97.075
12910,1.959,162.349,97.239
12911,2.331,88.032,97.788
12912,0.969,32.146,97.858
12913,1.650,71.814,99.391
12914,1.150,104.102,100.251
12915,0.692,106.302,100.578
12916,1.065,140.835,100.362
12917,0.947,72.225,100.986
12918,1.469,103.923,101.500
12919,1.224,142.039,101.638
12920,1.767,105.821,101.862
12921,0.788,126.210,102.350
12922,2.108,2.849,103.828
12923,1.852,126.794,103.903
12924,2.842,75.672,104.627
12925,0.958,1.423,105.082
12926,1.096,135.562,105.996
12927,1.182,136.799,106.946
12928,1.756,7.473,107.084
12929,2.289,83.861,108.676
12930,1.075,50.180,107.945
12931,0.766,6.622,108.630
12932,1.288,50.793,109.359
12933,0.820,28.527,110.140
12934,2.725,131.919,110.612
12935,1.086,27.237,111.497
12936,1.320,13.742,112.593
12937,0.979,12.022,112.594
12938,2.949,48.972,113.310
12939,1.224,68.023,114.200
12940,0.298,141.716,113.615
12941,1.054,68.940,115.280
12942,2.555,174.326,115.403
12943,1.128,66.658,115.997
12944,1.437,143.454,1.166
12945,2.757,138.616,2.133
12946,1.852,129.414,2.786
12947,1.778,38.510,2.780
12948,2.257,105.990,3.218
12949,1.725,143.533,3.165
12950,3.098,97.632,9.173
12951,1.096,57.279,8.834
12952,1.352,55.937,9.216
12953,1.160,54.687,11.347
12954,2.768,18.630,11.979
12955,1.011,132.414,13.331
12956,1.448,131.881,14.942
12957,2.172,107.435,15.431
12958,2.566,43.079,16.254
12959,1.139,109.069,16.031
12960,2.448,143.286,18.770
12961,1.863,94.812,18.797
12962,1.086,160.620,18.966
12963,1.980,158.825,19.909
12964,1.863,166.234,20.287
12965,1.309,164.966,20.581
12966,0.894,95.332,20.575
12967,1.852,80.674,21.328
12968,0.777,161.495,21.450
12969,1.469,167.517,21.673
12970,2.086,115.073,22.712
12971,1.969,161.241,23.152
12972,1.075,81.044,23.160
12973,1.618,15.818,23.775
12974,2.299,113.863,24.420
12975,1.086,17.453,23.785
12976,1.426,115.885,25.296
12977,2.576,65.925,26.117
12978,1.395,129.437,26.322
12979,1.075,115.551,27.060
12980,0.873,129.051,27.949
12981,2.289,35.247,29.562
12982,3.321,87.435,29.505
12983,1.810,137.051,30.234
12984,2.491,174.807,31.320
12985,2.885,45.319,32.097
12986,1.384,135.786,31.290
12987,1.714,53.045,31.918
12988,2.097,32.557,33.770
12989,0.979,52.432,33.639
12990,0.990,31.766,35.573
12991,1.075,28.433,35.857
12992,1.544,17.345,36.190
12993,0.852,27.603,37.250
12994,0.979,17.277,37.942
12995,2.693,131.043,39.533
12996,2.353,124.350,39.326
12997,2.683,67.205,42.080
12998,1.171,178.755,42.977
12999,0.937,12.110,43.208
13000,3.172,56.985,44.191
13001,2.033,176.544,43.654
13002,2.534,86.097,44.463
13003,1.384,11.864,45.003
13004,1.171,85.521,46.309
13005,1.011,150.193,46.498
13006,1.767,83.006,47.689
13007,1.416,150.869,47.973
13008,0.894,83.042,49.489
13009,1.033,76.381,49.580
13010,1.863,76.859,51.331
13011,1.937,139.282,52.159
13012,0.937,139.742,53.962
13013,1.437,113.257,54.612
13014,1.043,114.526,54.838
13015,1.788,158.977,55.620
13016,1.192,55.660,55.544
13017,1.033,129.382,55.895
13018,0.745,59.761,56.098
13019,2.044,56.404,57.577
13020,1.725,60.167,57.645
13021,0.809,158.390,57.375
13022,1.884,129.454,57.945
13023,0.990,53.112,58.175
13024,1.022,130.312,59.310
13025,1.863,53.031,59.823
13026,0.841,130.215,60.737
13027,2.544,160.531,61.346
13028,1.501,44.631,63.204
13029,0.884,45.899,62.412
13030,1.490,173.581,62.925
13031,1.075,175.494,63.072
13032,0.788,36.496,64.184
13033,2.800,118.431,65.264
13034,1.384,35.781,65.973
13035,1.107,165.124,66.324
13036,1.224,166.659,66.543
13037,1.107,110.869,66.506
13038,1.501,109.870,68.086
13039,0.809,70.040,68.053
13040,1.214,31.670,68.282
13041,1.916,68.652,69.245
13042,2.193,58.033,69.980
13043,2.374,31.068,70.471
13044,2.321,65.891,71.316
13045,2.395,157.154,71.290
13046,1.341,27.713,72.586
13047,1.426,29.044,73.193
13048,1.693,147.036,72.987
13049,0.926,65.070,73.249
13050,1.320,149.136,73.152
13051,2.055,9.133,74.030
13052,2.459,131.461,73.999
13053,1.118,117.469,74.285
13054,1.788,63.624,74.449
13055,1.352,118.372,75.559
13056,1.671,8.929,76.110
13057,2.715,79.709,77.349
13058,1.512,49.926,76.280
13059,2.427,24.795,77.802
13060,1.512,48.319,77.603
13061,1.118,112.378,77.308
13062,0.990,113.962,77.336
13063,1.554,35.668,77.749
13064,1.884,34.473,78.607
13065,1.565,33.049,79.425
13066,0.798,20.113,78.937
13067,2.789,53.341,80.721
13068,1.693,19.880,79.965
13069,1.469,18.779,81.212
13070,0.532,19.991,81.222
13071,1.118,144.913,82.391
13072,0.852,143.441,82.546
13073,1.405,63.308,83.442
13074,1.426,61.989,84.003
13075,2.491,92.292,85.862
13076,2.608,85.663,86.564
13077,2.395,123.784,87.039
13078,1.544,79.177,86.669
13079,1.096,62.780,87.446
13080,0.841,121.922,87.218
13081,1.320,64.410,87.928
13082,2.544,90.007,88.310
13083,0.979,79.357,88.340
13084,1.033,160.260,89.869
13085,1.863,162.175,90.062
13086,2.470,25.589,91.202
13087,4.407,44.406,92.501
13088,1.054,69.744,92.539
13089,1.139,69.875,94.210
13090,1.363,136.295,94.353
13091,0.979,162.801,95.333
13092,0.990,98.719,95.473
13093,1.054,137.584,95.736
13094,2.012,32.960,96.187
13095,2.044,162.352,97.217
13096,1.703,97.911,97.103
13097,1.575,88.607,97.569
13098,1.011,32.166,97.842
13099,0.841,87.007,98.178
13100,1.618,71.829,99.351
13101,1.309,104.033,100.270
13102,0.649,106.306,100.543
13103,2.416,141.441,100.997
13104,1.022,72.182,100.935
13105,1.373,104.023,101.625
13106,1.852,105.846,101.866
13107,0.798,126.214,102.347
13108,2.172,2.857,103.829
13109,1.863,126.790,103.908
13110,1.448,76.151,104.204
13111,1.320,75.155,105.095
13112,0.969,1.434,105.085
13113,1.128,135.559,105.989
13114,1.192,136.813,106.974
13115,1.788,7.496,107.080
13116,1.054,83.847,107.788
13117,1.075,50.177,107.939
13118,0.798,6.622,108.656
13119,1.320,50.822,109.382
13120,1.214,83.877,109.386
13121,0.884,28.557,110.171
13122,1.746,131.263,110.674
13123,1.011,133.044,110.472
13124,1.118,27.228,111.460
13125,1.405,13.693,112.665
13126,0.947,11.997,112.571
13127,3.076,48.963,113.332
13128,1.522,68.132,114.297
13129,0.309,141.726,113.620
13130,1.746,173.814,115.427
13131,0.745,69.050,115.448
13132,0.798,175.391,115.320
13133,1.320,143.469,1.099
13134,2.704,138.620,2.131
13135,1.948,129.407,2.729
13136,1.778,143.521,3.110
13137,1.586,38.549,2.879
13138,2.246,105.984,3.206
13139,2.033,97.564,8.503
13140,1.086,57.278,8.826
13141,1.309,55.933,9.215
13142,1.043,97.751,10.337
13143,2.768,18.630,11.979
13144,1.150,54.693,11.346
13145,0.990,132.399,13.340
13146,1.448,131.881,14.963
13147,2.140,107.417,15.406
13148,2.587,43.065,16.250
13149,1.150,109.073,16.032
13150,2.406,143.274,18.782
13151,2.725,94.958,19.348
13152,1.086,160.603,18.976
13153,2.012,158.831,19.898
13154,1.959,166.216,20.321
13155,1.235,164.955,20.591
13156,1.842,80.671,21.324
13157,0.777,161.495,21.450
13158,1.405,167.568,21.662
13159,2.065,115.099,22.703
13160,1.980,161.232,23.149
13161,1.075,81.044,23.160
13162,0.745,15.630,23.148
13163,2.246,113.850,24.406
13164,1.065,17.510,23.758
13165,0.947,16.069,24.387
13166,1.309,115.905,25.249
13167,2.597,65.922,26.117
13168,1.331,129.442,26.304
13169,1.001,115.557,27.109
13170,0.926,129.065,27.897
13171,2.278,35.250,29.569
13172,3.300,87.431,29.508
13173,1.778,137.065,30.241
13174,2.502,174.805,31.318
13175,2.896,45.317,32.086
13176,1.395,135.788,31.304
13177,1.682,53.034,31.909
13178,2.076,32.557,33.772
13179,1.022,52.426,33.621
13180,0.990,31.766,35.573
13181,1.128,28.434,35.900
13182,1.554,17.336,36.175
13183,0.777,27.559,37.284
13184,0.990,17.276,37.950
13185,2.704,131.036,39.533
13186,2.331,124.336,39.326
13187,1.607,67.194,41.390
13188,1.160,178.751,42.976
13189,0.937,12.110,43.208
13190,0.979,67.212,43.175
13191,3.162,56.988,44.192
13192,2.012,176.542,43.669
13193,2.523,86.083,44.474
13194,1.426,11.861,44.998
13195,1.182,85.532,46.354
13196,0.926,150.157,46.484
13197,1.735,83.013,47.691
13198,1.490,150.852,47.944
13199,0.915,83.042,49.506
13200,1.001,76.375,49.572
13201,1.991,76.851,51.314
13202,1.905,139.279,52.162
13203,0.884,139.745,54.006
13204,1.469,113.259,54.621
13205,0.990,114.556,54.839
13206,1.788,158.967,55.611
13207,1.160,55.649,55.537
13208,1.033,129.371,55.893
13209,0.756,59.754,56.095
13210,2.065,56.406,57.579
13211,1.714,60.164,57.635
13212,0.820,158.396,57.368
13213,1.874,129.441,57.951
13214,1.054,53.094,58.220
13215,1.874,130.271,59.963
13216,1.842,53.024,59.873
13217,2.587,160.524,61.354
13218,1.458,45.412,62.408
13219,1.490,173.577,62.932
13220,1.086,175.482,63.090
13221,0.905,44.609,63.672
13222,0.777,36.498,64.177
13223,2.810,118.431,65.263
13224,1.395,35.779,65.969
13225,1.065,165.093,66.305
13226,1.267,166.621,66.554
13227,1.118,110.862,66.504
13228,1.501,109.868,68.099
13229,0.852,70.016,68.084
13230,1.533,31.565,68.519
13231,1.852,68.636,69.283
13232,2.225,58.025,69.966
13233,2.108,31.039,70.589
13234,2.342,65.871,71.311
13235,2.416,157.176,71.296
13236,1.341,27.713,72.586
13237,1.416,29.041,73.194
13238,1.810,147.078,72.985
13239,1.022,65.039,73.319
13240,1.256,149.198,73.192
13241,2.023,9.138,74.055
13242,2.480,131.459,73.997
13243,1.086,117.461,74.260
13244,1.799,63.590,74.479
13245,1.352,118.357,75.554
13246,1.639,8.943,76.094
13247,2.789,79.717,77.337
13248,1.565,49.889,76.284
13249,2.480,24.779,77.772
13250,1.490,48.297,77.639
13251,0.947,112.242,77.330
13252,1.182,113.809,77.319
13253,1.288,35.799,77.785
13254,1.575,34.537,78.246
13255,1.490,33.001,79.481
13256,0.841,20.119,78.921
13257,0.990,53.563,79.634
13258,0.564,34.316,79.257
13259,2.459,19.881,80.307
13260,1.022,178.465,80.422
13261,1.778,53.204,81.297
13262,1.309,18.726,81.273
13263,2.033,144.286,82.446
13264,1.480,63.307,83.410
13265,1.395,61.974,84.023
13266,2.491,92.292,85.862
13267,2.608,85.660,86.562
13268,2.331,123.842,87.005
13269,1.544,79.162,86.674
13270,1.096,62.779,87.449
13271,0.915,121.981,87.235
13272,1.309,64.417,87.938
13273,1.714,89.528,88.121
13274,0.969,79.347,88.338
13275,0.766,91.023,88.771
13276,1.075,160.288,89.894
13277,1.799,162.205,90.055
13278,2.523,25.605,91.189
13279,3.726,44.626,92.747
13280,0.692,43.308,91.303
13281,1.022,69.695,92.504
13282,1.203,69.904,94.173
13283,1.384,136.267,94.353
13284,0.958,162.792,95.349
13285,0.979,98.719,95.467
13286,1.033,137.587,95.711
13287,2.033,32.967,96.192
13288,1.661,97.898,97.123
13289,2.055,162.337,97.234
13290,1.575,88.617,97.568
13291,1.001,32.174,97.853
13292,0.852,86.993,98.182
13293,1.629,71.822,99.369
13294,1.267,103.991,100.230
13295,0.713,106.306,100.565
13296,2.438,141.428,100.998
13297,0.969,72.211,100.985
13298,1.288,104.024,101.659
13299,1.714,105.866,101.893
13300,0.798,126.214,102.347
13301,2.108,2.855,103.809
13302,1.852,126.794,103.903
13303,1.544,76.089,104.194
13304,1.224,75.152,105.142
13305,1.043,1.444,105.077
13306,1.086,135.526,105.977
13307,1.256,136.780,106.929
13308,1.831,7.526,107.082
13309,2.321,83.857,108.651
13310,1.033,50.163,107.940
13311,0.766,6.622,108.630
13312,1.277,50.823,109.397
13313,2.044,27.817,110.952
13314,1.746,131.246,110.684
13315,0.979,133.025,110.477
13316,1.480,13.658,112.705
13317,0.926,11.962,112.523
13318,3.087,48.964,113.338
13319,1.224,68.001,114.171
13320,0.298,141.716,113.615
13321,0.958,69.027,115.297
13322,2.651,174.314,115.399
13323,1.256,143.502,1.045
13324,1.842,139.146,2.163
13325,2.033,129.412,2.635
13326,0.841,137.518,2.016
13327,1.714,38.510,2.827
13328,1.905,143.514,3.090
13329,2.267,105.986,3.213
13330,2.033,97.564,8.503
13331,1.118,57.296,8.818
13332,1.331,55.931,9.219
13333,1.043,97.751,10.337
13334,1.182,54.685,11.341
13335,2.800,18.636,11.962
13336,1.267,132.270,13.440
13337,1.192,131.920,15.201
13338,2.182,107.414,15.406
13339,2.619,43.063,16.253
13340,1.139,109.079,16.045
13341,2.491,143.238,18.744
13342,1.799,94.774,18.744
13343,1.065,160.600,18.994
13344,2.033,158.819,19.894
13345,3.715,166.794,20.897
13346,1.203,164.926,20.577
13347,0.926,95.285,20.527
13348,1.831,80.650,21.296
13349,0.713,161.489,21.397
13350,1.948,115.113,22.703
13351,2.118,161.248,23.115
13352,1.171,81.060,23.117
13353,1.810,15.874,23.862
13354,2.416,113.864,24.378
13355,1.054,17.502,23.751
13356,1.352,115.893,25.242
13357,2.629,65.914,26.123
13358,1.480,129.427,26.331
13359,1.022,115.560,27.113
13360,0.884,129.050,27.944
13361,2.321,35.252,29.566
13362,3.311,87.430,29.503
13363,1.810,137.080,30.251
13364,0.745,175.682,30.727
13365,2.896,45.321,32.098
13366,1.384,135.778,31.300
13367,1.650,174.393,31.591
13368,1.703,53.040,31.918
13369,2.140,32.556,33.759
13370,1.022,52.420,33.635
13371,1.118,28.434,35.809
13372,1.022,31.765,35.596
13373,1.671,17.357,36.213
13374,0.852,27.611,37.254
13375,0.937,17.264,37.993
13376,2.778,131.036,39.535
13377,2.416,124.332,39.320
13378,1.629,67.186,41.392
13379,1.214,178.733,42.995
13380,0.937,12.110,43.208
13381,1.022,67.195,43.205
13382,2.193,56.927,43.629
13383,2.055,176.540,43.675
13384,2.555,86.081,44.462
13385,1.469,11.859,44.987
13386,0.926,57.146,45.503
13387,1.203,85.514,46.361
13388,0.958,150.164,46.460
13389,1.842,82.996,47.701
13390,1.522,150.852,47.942
13391,3.076,76.676,50.724
13392,0.862,83.044,49.552
13393,2.012,139.282,52.177
13394,0.884,139.745,54.006
13395,1.512,113.249,54.637
13396,0.979,114.556,54.835
13397,1.799,158.975,55.581
13398,1.182,55.651,55.529
13399,0.884,129.422,55.774
13400,0.745,59.761,56.098
13401,2.140,56.411,57.580
13402,2.108,129.369,57.843
13403,0.862,158.410,57.335
13404,1.725,60.169,57.632
13405,1.033,53.096,58.208
13406,1.874,130.272,59.953
13407,1.895,53.028,59.883
13408,2.566,160.516,61.358
13409,0.596,44.647,62.418
13410,0.873,45.891,62.407
13411,1.533,173.529,62.911
13412,1.182,175.449,63.098
13413,0.915,44.614,63.676
13414,0.830,36.470,64.212
13415,2.150,118.402,64.848
13416,1.331,35.759,66.036
13417,1.118,165.092,66.329
13418,1.277,166.615,66.563
13419,1.458,110.812,66.714
13420,0.660,118.506,66.585
13421,0.894,70.016,68.084
13422,1.033,31.755,68.173
13423,1.150,109.658,68.297
13424,1.852,68.628,69.294
13425,2.246,58.024,69.965
13426,0.671,31.142,69.391
13427,1.937,31.042,70.672
13428,2.363,65.866,71.311
13429,2.438,157.162,71.283
13430,1.352,27.704,72.565
13431,1.448,29.045,73.204
13432,1.714,147.020,73.019
13433,1.011,65.041,73.325
13434,1.320,149.121,73.158
13435,1.991,9.123,74.029
13436,2.534,131.453,73.999
13437,1.118,117.442,74.247
13438,1.767,63.572,74.497
13439,1.341,118.366,75.558
13440,1.703,8.936,76.065
13441,2.885,79.718,77.338
13442,1.629,49.865,76.278
13443,2.491,24.782,77.750
13444,1.501,48.282,77.670
13445,1.118,112.325,77.344
13446,1.043,113.914,77.342
13447,1.224,35.848,77.813
13448,1.714,34.552,78.187
13449,1.490,32.974,79.482
13450,0.830,20.119,78.927
13451,0.990,53.568,79.629
13452,0.585,34.282,79.270
13453,2.363,19.905,80.291
13454,1.799,53.197,81.305
13455,1.384,18.755,81.255
13456,1.150,144.890,82.376
13457,0.830,143.426,82.551
13458,0.298,69.765,83.012
13459,1.544,63.329,83.413
13460,1.426,61.943,84.037
13461,2.544,92.271,85.866
13462,2.725,85.635,86.559
13463,1.586,79.183,86.640
13464,2.321,123.863,86.984
13465,1.128,62.784,87.451
13466,0.937,122.017,87.242
13467,1.352,64.437,87.980
13468,2.608,89.996,88.328
13469,1.011,79.338,88.301
13470,1.054,160.281,89.897
13471,1.863,162.207,90.070
13472,2.566,25.606,91.178
13473,3.726,44.635,92.764
13474,0.777,43.351,91.318
13475,1.150,69.744,92.578
13476,1.107,69.866,94.251
13477,1.395,136.264,94.355
13478,0.990,162.775,95.335
13479,2.097,32.991,96.168
13480,0.979,98.719,95.467
13481,1.096,137.590,95.751
13482,1.693,97.893,97.140
13483,2.108,162.321,97.230
13484,2.534,88.039,97.784
13485,1.001,32.164,97.841
13486,1.735,71.801,99.372
13487,1.128,104.181,100.125
13488,2.587,105.955,101.508
13489,2.470,141.439,101.014
13490,0.979,72.240,101.010
13491,0.458,103.484,100.797
13492,1.096,104.159,101.791
13493,0.841,126.228,102.381
13494,3.215,2.379,104.251
13495,1.799,126.798,103.942
13496,1.714,76.023,104.207
13497,1.128,75.123,105.213
13498,1.128,135.527,105.961
13499,1.299,136.778,106.931
13500,1.874,7.536,107.072
13501,2.502,83.858,108.680
13502,1.054,50.155,107.940
13503,0.798,6.623,108.652
13504,1.288,50.820,109.399
13505,2.086,27.816,110.960
13506,2.906,131.888,110.608
13507,1.490,13.659,112.709
13508,0.969,11.975,112.556
13509,3.066,48.966,113.351
13510,1.299,68.011,114.183
13511,0.362,141.703,113.627
13512,0.926,69.063,115.340
13513,2.672,174.308,115.393
13514,1.288,143.479,1.082
13515,2.150,129.401,2.596
13516,1.884,139.152,2.171
13517,0.830,137.511,2.021
13518,1.756,38.530,2.838
13519,1.842,143.527,3.116
13520,2.267,105.980,3.211
13521,2.150,97.567,8.494
13522,1.235,57.258,8.790
13523,1.224,55.870,9.280
13524,0.958,97.754,10.386
13525,1.182,54.685,11.341
13526,2.906,18.638,11.952
13527,1.437,132.182,13.513
13528,2.235,107.403,15.372
13529,1.096,131.950,15.282
13530,2.661,43.073,16.286
13531,1.139,109.079,16.045
13532,2.491,143.238,18.796
13533,1.820,94.773,18.756
13534,1.065,160.587,18.996
13535,2.055,158.845,19.898
13536,2.938,165.573,20.377
13537,0.979,95.306,20.542
13538,1.980,167.393,21.464
13539,1.895,80.649,21.313
13540,0.777,161.496,21.446
13541,1.969,115.110,22.677
13542,2.055,161.246,23.145
13543,1.086,81.066,23.175
13544,1.831,15.868,23.850
13545,2.395,113.854,24.370
13546,1.096,17.507,23.734
13547,1.352,115.902,25.253
13548,2.651,65.915,26.121
13549,1.458,129.419,26.332
13550,1.022,115.563,27.128
13551,0.884,129.054,27.949
13552,1.426,35.300,28.995
13553,3.438,87.447,29.522
13554,1.842,137.081,30.262
13555,0.852,35.161,30.477
13556,0.724,175.742,30.690
13557,2.927,45.322,32.097
13558,1.480,135.751,31.273
13559,1.746,174.415,31.584
13560,1.756,53.043,31.915
13561,2.118,32.561,33.745
13562,1.022,52.420,33.622
13563,1.022,31.753,35.645
13564,1.139,28.454,35.793
13565,1.671,17.356,36.196
13566,0.862,27.617,37.248
13567,0.979,17.253,38.024
13568,2.789,131.029,39.539
13569,2.416,124.316,39.330
13570,1.618,67.181,41.400
13571,1.182,178.775,42.957
13572,0.990,12.112,43.264
13573,1.033,67.199,43.213
13574,2.299,56.927,43.644
13575,2.129,176.563,43.671
13576,2.597,86.074,44.468
13577,1.405,11.870,44.999
13578,0.873,57.157,45.553
13579,1.277,85.493,46.353
13580,0.979,150.153,46.473
13581,1.831,82.996,47.712
13582,1.554,150.840,47.948
13583,3.130,76.681,50.747
13584,0.905,83.062,49.555
13585,1.991,139.268,52.172
13586,0.862,139.740,54.039
13587,1.607,113.250,54.614
13588,0.947,114.599,54.875
13589,1.788,158.951,55.568
13590,1.192,55.657,55.534
13591,0.830,129.413,55.722
13592,0.703,59.756,56.053
13593,2.076,56.389,57.605
13594,2.161,129.358,57.815
13595,1.852,60.155,57.620
13596,0.905,158.396,57.334
13597,1.065,53.097,58.224
13598,1.948,130.268,59.955
13599,1.852,53.032,59.917
13600,1.735,160.066,61.071
13601,0.788,161.377,61.947
13602,1.512,45.375,62.405
13603,1.544,173.514,62.910
13604,1.224,175.458,63.095
13605,0.937,44.620,63.681
13606,2.299,36.054,65.363
13607,2.874,118.432,65.266
13608,1.096,165.087,66.324
13609,1.299,166.628,66.552
13610,1.661,110.785,66.805
13611,0.894,70.016,68.084
13612,0.958,31.825,68.129
13613,0.990,109.542,68.376
13614,0.809,31.166,69.327
13615,1.937,68.625,69.315
13616,2.267,58.023,69.959
13617,1.991,31.019,70.652
13618,2.491,65.833,71.324
13619,2.491,157.162,71.278
13620,1.363,27.695,72.577
13621,1.501,29.050,73.238
13622,1.788,147.038,73.022
13623,1.341,149.142,73.156
13624,0.915,65.054,73.340
13625,2.033,9.125,74.039
13626,2.576,131.437,74.000
13627,1.171,117.419,74.248
13628,1.820,63.593,74.490
13629,1.363,118.349,75.552
13630,1.746,8.922,76.062
13631,2.842,79.730,77.327
13632,1.980,49.600,76.357
13633,2.555,24.778,77.767
13634,1.277,112.389,77.321
13635,0.937,114.009,77.374
13636,1.480,35.655,77.721
13637,1.235,48.286,77.823
13638,1.490,34.527,78.354
13639,1.533,33.017,79.505
13640,0.724,20.180,78.898
13641,1.001,53.569,79.624
13642,1.884,19.846,79.951
13643,0.522,34.375,79.312
13644,1.905,53.202,81.281
13645,1.373,18.749,81.251
13646,0.575,20.005,81.230
13647,1.160,144.925,82.371
13648,0.894,143.462,82.538
13649,0.330,69.778,83.008
13650,1.575,63.342,83.408
13651,1.437,61.923,84.029
13652,2.587,92.278,85.860
13653,2.746,85.653,86.560
13654,1.831,79.183,86.743
13655,2.374,123.867,87.000
13656,1.171,62.790,87.455
13657,0.979,122.018,87.227
13658,1.341,64.428,87.964
13659,2.683,89.984,88.328
13660,0.841,79.372,88.485
13661,1.086,160.294,89.913
13662,1.874,162.212,90.053
13663,2.629,25.610,91.175
13664,3.736,44.634,92.768
13665,0.777,43.349,91.308
13666,1.150,69.735,92.574
13667,1.171,69.849,94.275
13668,1.469,136.276,94.360
13669,1.001,162.788,95.387
13670,1.001,98.706,95.472
13671,1.086,137.602,95.760
13672,2.055,33.003,96.148
13673,1.746,97.897,97.142
13674,2.140,162.333,97.240
13675,2.619,88.029,97.779
13676,1.033,32.175,97.827
13677,1.810,71.801,99.376
13678,1.352,104.061,100.158
13679,0.607,106.299,100.483
13680,1.575,140.953,100.495
13681,0.979,72.240,101.010
13682,1.320,104.040,101.636
13683,1.874,105.823,101.841
13684,0.915,142.217,101.878
13685,0.788,126.208,102.327
13686,2.097,2.856,103.782
13687,1.927,126.796,103.907
13688,1.607,76.080,104.187
13689,1.182,75.121,105.179
13690,1.107,1.442,105.071
13691,1.171,135.522,105.932
13692,1.320,136.777,106.930
13693,1.991,7.523,107.086
13694,1.086,83.837,107.765
13695,1.150,50.163,107.946
